name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
c83fcd	Human	Entertainer	2018-10-13T17:39:10Z	Bard 5	Bard	College of Glamour	5	Actor	33	11	13	10	12	16	8	18		Acrobatics|Insight|Intimidation|Performance|Persuasion	Unarmed Strike|Dagger	Vicious Mockery*0|Friends*0|Message*0|Charm Person*1|Hideous Laughter*1|Healing Word*1|Speak w/ Animals*1|Calm Emotions*2|Entrall*2|Suggestion*2|Speak w/ Plants*3|Speak w/ Dead*3	10 13 18		NA	NA	Human	Vicious Mockery*0|Friends*0|Message*0|Charm Person*1|Healing Word*1|Speak with Animals*1|Calm Emotions*2|Enthrall*2|Suggestion*2|Speak with Plants*3|Speak with Dead*3	Unarmed Strike|Dagger	4-7	musing_curran
5d8c72	High Elf	Scholar	2018-12-27T20:03:32Z	Cleric 5|Wizard 2	Cleric|Wizard	Arcana Domain|School of Divination	7		59	14	8	16	12	16	16	8	Neutral Good	Arcana|History|Medicine|Perception|Persuasion	Mace|Crossbow, light	Fire Bolt*0|Guidance*0|Mage Hand*0|Mending*0|Message*0|Prestidigitation*0|Sacred Flame*0|Spare the Dying*0|Detect Magic*1|Magic Missile*1|Bane*1|Bless*1|Burning Hands*1|Cure Wounds*1|Feather Fall*1|Find Familiar (Ritual)*1|Fog Cloud*1|Guiding Bolt*1|Healing Word*1|Identify (Ritual)*1|Mage Armor*1|Shield*1|Magic Weapon*2|Arcanist's Magic Aura*2|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Hold Person*2|Dispel Magic*3|Magic Circle*3|Mass Healing Word*3|Spirit Guardians*3	12 27 18	NG	G	N	Elf	Fire Bolt*0|Guidance*0|Mage Hand*0|Mending*0|Message*0|Prestidigitation*0|Sacred Flame*0|Spare the Dying*0|Detect Magic*1|Magic Missile*1|Bane*1|Bless*1|Burning Hands*1|Cure Wounds*1|Feather Fall*1|Find Familiar*1|Fog Cloud*1|Guiding Bolt*1|Healing Word*1|Identify*1|Mage Armor*1|Shield*1|Magic Weapon*2|Nystul’s Magic Aura*2|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Hold Person*2|Dispel Magic*3|Magic Circle*3|Mass Healing Word*3|Spirit Guardians*3	Mace|Crossbow, Light	4-7	quizzical_gagarin
a865fd	Minotaur	Barbarian Tribe Member	2018-12-29T18:13:15Z	Paladin 9	Paladin	Oath of Devotion	9	Sentinel	115	18	20	12	18	10	14	20		Athletics|Insight|Survival|Intimidation|Persuasion	Battleaxe	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	12 29 18		NA	NA	Minotaur	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	Battleaxe	8-11	agitated_thompson
8f05ac	Half-Orc	Criminal	2019-01-17T22:20:50Z	Paladin 14|Fighter 6	Paladin|Fighter	OathBreaker|Champion	20	Heavily Armored|Heavy Armor Master|Orcish Fury	295	17	23	14	20	10	12	20	E	Athletics|Stealth|Deception|Intimidation|Persuasion	Greatsword|Longsword|Greatclub	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4	01 17 19		NA	NA	Half-Orc	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4	Greatsword|Longsword|Greatclub	19-20	trusting_galois
8f05ac	Half-Orc	Criminal	2019-01-17T22:33:13Z	Paladin 14|Fighter 6	Paladin|Fighter	OathBreaker|Champion	20	Heavily Armored|Heavy Armor Master|Orcish Fury	295	29	23	14	20	10	12	20	E	Athletics|Stealth|Deception|Intimidation|Persuasion	Clevlands Greatsword	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4	01 17 19		NA	NA	Half-Orc	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4	Greatsword	19-20	trusting_galois
5babec	Half-Elf	Acolyte	2018-11-19T04:48:50Z	Warlock 1	Warlock	The Celestial	1		11	13	8	14	16	10	12	17		Arcana|History|Religion|Insight|Deception|Intimidation	Dagger|Dart	Light*0|Sacred Flame*0	11 18 18		NA	NA	Half-Elf	Light*0|Sacred Flame*0	Dagger|Dart	1-3	infallible_khayyam
3f791c	Tiefling	Criminal	2018-11-19T04:46:59Z	Barbarian 1	Barbarian		1		14	13	15	12	14	10	10	14		Athletics|Stealth|Deception|Intimidation	Greatsword|Handaxe|Javelin		11 18 18		NA	NA	Tiefling		Greatsword|Handaxe|Javelin	1-3	sad_khorana
8fb66f	Human	Cloistered Scholar	2018-11-19T04:29:53Z	Wizard 1	Wizard		1		8	9	15	9	14	16	12	12		Arcana|History|Investigation|Religion	Quarterstaff		11 18 18		NA	NA	Human		Quarterstaff	1-3	sweet_nash
187251	Triton	Soldier	2018-11-19T05:01:36Z	Paladin 1	Paladin		1		12	15	16	9	14	10	14	12		Athletics|Religion|Intimidation|Persuasion	Glaive|Pike|Javelin		11 18 18		NA	NA	Triton		Glaive|Pike|Javelin	1-3	hopeful_hamilton
16b0c8	Ghastly Halfling	Charlatan	2018-11-19T04:25:29Z	Fighter 1	Fighter		1		12	16	14	14	15	8	12	12		Athletics|Acrobatics|Sleight of Hand|Deception	Battleaxe|Whip|Handaxe		11 18 18		NA	NA	Halfling		Battleaxe|Whip|Handaxe	1-3	sleepy_cannon
6a082e	Forest Gnome	Folk Hero	2018-11-19T04:27:08Z	Ranger 1	Ranger		1		12	16	8	16	14	13	14	9		Stealth|Investigation|Animal Handling|Perception|Survival	Shortsword|Crossbow, light		11 18 18		NA	NA	Gnome		Shortsword|Crossbow, Light	1-3	keen_galileo
5b2988	High Elf	Hermit	2018-11-15T00:59:51Z	Monk 5	Monk	Way of Shadow	5		49	19	13	20	16	14	18	10		Acrobatics|Stealth|Religion|Medicine|Perception	Quarterstaff|Dart|Unarmed strike	Mage Hand*0|Minor Illusion *0	11 14 18		NA	NA	Elf	Mage Hand*0|Minor Illusion*0	Quarterstaff|Dart|Unarmed Strike	4-7	confident_jackson
24c928	Half-Orc	Soldier	2018-11-15T00:55:03Z	Fighter 5	Fighter	Champion	5		54	18	18	12	16	12	14	14		Athletics|Insight|Survival|Intimidation	Greataxe|Warhammer|Handaxe|Longsword|Longsword|Halberd		11 14 18		NA	NA	Half-Orc		Greataxe|Warhammer|Handaxe|Longsword|Halberd	4-7	brave_goldwasser
30e380	Half-Orc	Far Traveler	2018-11-19T03:55:21Z	Druid 1	Druid		1		12	13	16	10	14	12	14	10		Nature|Insight|Medicine|Perception|Intimidation	Scimitar|Sling		11 18 18		NA	NA	Half-Orc		Scimitar|Sling	1-3	romantic_maxwell
214b4a	Human	City Watch	2018-09-17T01:10:43Z	Barbarian 7	Barbarian	Path of the Totem Warrior	7	Shield Master	62	16	18	14	14	8	10	12	CN	Athletics|Sleight of Hand|Perception|Deception|Intimidation	Warhammer|Handaxe|Crossbow, heavy|Longspear, silver|Bloodspear		09 16 18	CN	N	C	Human		Warhammer|Handaxe|Crossbow, Heavy|Spear	4-7	amazing_easley
0c30e0	Dragonborn	Soldier	2018-11-01T23:53:50Z	Fighter 1	Fighter		1		13	16	21	12	17	7	15	10		Athletics|Insight|Perception|Intimidation	Greatsword|Net|Handaxe|Handaxe		11 01 18		NA	NA	Dragonborn		Greatsword|Net|Handaxe	1-3	blissful_bartik
e6635d	Lightfoot Halfling	Criminal	2018-11-02T00:38:10Z	Rogue 1	Rogue		1		10	14	8	17	14	16	10	9		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Crossbow, Hand|Dagger|Dagger		11 01 18		NA	NA	Halfling		Rapier|Crossbow, hand|Dagger	1-3	admiring_shannon
c171ea	Half-Elf	Entertainer	2018-11-02T00:39:39Z	Bard 1	Bard		1		10	14	8	16	14	10	11	19	Chaotic Neutral	Acrobatics|Stealth|Perception|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger|Crossbow, Hand	Vicious Mockery*0|Friends*0|Faerie Fire*1|Dissonant Whispers*1|Bane*1|Sleep*1	11 01 18	CN	N	C	Half-Elf	Vicious Mockery*0|Friends*0|Faerie Fire*1|Dissonant Whispers*1|Bane*1|Sleep*1	Rapier|Dagger|Crossbow, hand	1-3	hardcore_cray
07b08d	Human	Sailor	2018-11-02T00:37:43Z	Cleric 1	Cleric	Tempest Domain	1	War Caster	11	18	18	14	16	8	18	8		Athletics|Medicine|Perception	Warhammer|Crossbow, Light	Guidance*0|Sacred Flames*0|Light*0|Fog Cloud - DOMAIN*1|Thunderwave - DOMAIN*1|Bless*1|Healing Word*1|Cure Wounds*1|Shield Of Faith*1	11 01 18		NA	NA	Human	Guidance*0|Sacred Flame*0|Light*0|Fog Cloud*1|Thunderwave*1|Bless*1|Healing Word*1|Cure Wounds*1|Shield of Faith*1	Warhammer|Crossbow, Light	1-3	thirsty_khorana
eeee0c	Human	Urchin	2018-07-15T22:54:17Z	Rogue 1	Rogue		1	Dungeon Delver	8	13	9	15	10	12	13	18	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger		07 15 18	CN	N	C	Human		Rapier|Shortbow|Dagger	1-3	bold_burnell
543a4c	Human	Urchin	2018-07-16T06:06:52Z	Rogue 2|Fighter 1	Rogue|Fighter	|	3	Skulker	25	14	10	16	8	12	13	16	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger|Terminus Greatsword|Terminus Greatsword (non organic)		07 15 18	CN	N	C	Human		Rapier|Shortbow|Dagger|Greatsword	1-3	epic_wing
1e0f63	Half-Elf	Soldier	2018-12-11T21:37:31Z	Ranger 6	Ranger	Hunter	6		52	16	8	18	14	10	16	7	LN	Athletics|Stealth|Investigation|Insight|Perception|Survival|Intimidation	Shortsword X2+?1|Longbow X2+?1|Shortsword Bonus Action|Hunter’s Mark	Hunter's Mark*1|Zephyr Strike*1|Hail Of Thorns*1|Spike Growth*2	12 11 18	LN	N	L	Half-Elf	Hunter’s Mark*1|Zephyr Strike*1|Hail of Thorns*1|Spike Growth*2	Shortsword|Longbow	4-7	sharp_benz
2d0891	Forest Gnome	Charlatan	2018-12-08T16:51:12Z	Wizard 1	Wizard		1		5	13	10	17	9	20	9	12		Sleight of Hand|Investigation|Insight|Deception	Quarterstaff	Mage Hand*0|Light*0|Ray Of Frost*0|Burning Hands*1|Charm Person *1|Feather Fall*1|Mage Armor*1|Magic Missle*1|Sleep*1	12 08 18		NA	NA	Gnome	Mage Hand*0|Light*0|Ray of Frost*0|Burning Hands*1|Charm Person*1|Feather Fall*1|Mage Armor*1|Magic Missile*1|Sleep*1	Quarterstaff	1-3	zen_fermi
3c808a	Human	Entertainer	2018-09-26T15:02:57Z	Monk 3|Rogue 1	Monk|Rogue	Way of Shadow|	4		31	15	10	18	14	8	13	17		Acrobatics|Sleight of Hand|Stealth|Deception|Performance	Dagger|Dart|Unarmed strike|Net		09 26 18		NA	NA	Human		Dagger|Dart|Unarmed Strike|Net	4-7	hopeful_matsumoto
8458d3	Human	Sailor	2018-07-08T17:00:03Z	Ranger 4	Ranger	Hunter	4	Sharpshooter	48	14	10	16	16	12	14	8		Athletics|Acrobatics|Investigation|Nature|Perception|Survival	Quarterstaff|Spear|Longbow		07 08 18		NA	NA	Human		Quarterstaff|Spear|Longbow	4-7	elegant_driscoll
1fe5a5	Hill Dwarf	Outlander	2019-01-14T17:56:01Z	Cleric 3	Cleric	Life Domain	3		30	19	14	14	17	13	17	10	CG	Athletics|Religion|Insight|Survival	Warhammer|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	01 14 19	CG	G	C	Dwarf	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Warhammer|Crossbow, Light	1-3	modest_mccarthy
360b2b	Human	Criminal	2018-12-29T17:32:18Z	Bard 1	Bard		1		8	12	11	13	11	17	13	18	N/B	Stealth|Animal Handling|Insight|Deception|Persuasion			12 29 18		NA	NA	Human			1-3	dazzling_borg
6ef640	Tiefling	Acolyte	2018-12-09T15:34:11Z	Monk 1	Monk		1		6	14	12	15	8	11	14	15	Neutral Good	Athletics|Acrobatics|Religion|Insight	Quarterstaff|Dart|Unarmed Strike		12 09 18	NG	G	N	Tiefling		Quarterstaff|Dart|Unarmed Strike	1-3	musing_jennings
d5bc2c	Human	Soldier	2018-07-14T00:19:54Z	Paladin 6	Paladin	Oath of Ancients	6	Savage Attacker	75	21	19	16	16	16	13	14		Athletics|Medicine|Intimidation	Longsword|Javelin|Crossbow, Heavy|Morning Glory	Divine Sense*0|Lay On Hands*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	07 13 18		NA	NA	Human	Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	Longsword|Javelin|Crossbow, Heavy	4-7	blissful_noyce
da4953	Forest Gnome	Folk Hero	2018-09-05T17:35:44Z	Sorcerer 1	Sorcerer	Divine Soul	1		7	13	14	14	13	14	13	15	Neutral Good	Arcana|Animal Handling|Survival|Deception	Dagger|Quarterstaff	Minor Illusion*0|Ray Of Frost*0|Sacred Flame*0|Spare The Dying*0|Word Of Radiance*0|Cure Wounds*1|Sleep*1|Color Spray*1	09 05 18	NG	G	N	Gnome	Minor Illusion*0|Ray of Frost*0|Sacred Flame*0|Spare the Dying*0|Word of Radiance*0|Cure Wounds*1|Sleep*1|Color Spray*1	Dagger|Quarterstaff	1-3	nostalgic_thompson
3db9b9	Human	Soldier	2018-11-14T05:24:21Z	Fighter 4	Fighter	Battle Master	4	Great Weapon Master	45	16	18	16	18	11	13	12	Neitral Good	Athletics|Acrobatics|Investigation|Perception|Intimidation	Mistweaver|Warhammer|Crossbow, Light		11 13 18	NG	G	N	Human		Warhammer|Crossbow, Light	4-7	eager_shaw
0e2dc6	Human	Criminal	2018-09-09T22:06:19Z	Rogue 4	Rogue	Scout	4	Dungeon Delver|Lucky	30	14	10	16	10	14	10	14		Sleight of Hand|Stealth|Investigation|Nature|Perception|Survival|Deception|Persuasion	Rapier|Shortbow|Dagger		09 09 18		NA	NA	Human		Rapier|Shortbow|Dagger	4-7	heuristic_goldstine
e0008c	Dragonborn	Clan Crafter	2019-01-13T20:47:02Z	Fighter 1	Fighter		1		11	17	17	8	13	10	12	15	Neutral Good	History|Insight|Perception|Intimidation	Longsword|Handaxe		01 13 19	NG	G	N	Dragonborn		Longsword|Handaxe	1-3	laughing_feistel
c42383	Mountain Dwarf	Mercenary Veteran	2019-01-12T01:34:19Z	Bard 20	Bard	College of Swords	20	Tough|Heavily Armored|Great Weapon Master|Mage Slayer|Mobile	243	20	29	14	20	12	10	16		Athletics|Acrobatics|Perception|Intimidation|Persuasion	Didgeridoo|Dagger	Vicious Mockery*0|Mending*0|Message*0|Dancing Lights*0|Healing Word*1|Bane*1|Feather Fall*1|Longstrider*1|Cure Wounds*1|Silence*2|See Invisibility*2|Hold Person*2|Heat Metal*2|Mirror Image*2|Tongues*3|Stinking Cloud*3|Dispel Magic*3|Haste*3|Blink*3|Dimension Door*4|Greater Invisiblity*4|Polymorph*4|Dominate Person*5|Grester Restoration*5|Mass Cure Wounds*5|Hold Monster*5|Tenser's Transformation*6|Mordenkainen's Sword*7|Dominate Monster*8|True Polymorph*9|Invulnerability*9	01 11 19		NA	NA	Dwarf	Vicious Mockery*0|Mending*0|Message*0|Dancing Lights*0|Healing Word*1|Bane*1|Feather Fall*1|Longstrider*1|Cure Wounds*1|Silence*2|See Invisibility*2|Hold Person*2|Heat Metal*2|Mirror Image*2|Tongues*3|Stinking Cloud*3|Dispel Magic*3|Haste*3|Blink*3|Dimension Door*4|Greater Invisibility*4|Polymorph*4|Dominate Person*5|Greater Restoration*5|Mass Cure Wounds*5|Hold Monster*5|Tenser’s Transformation*6|Mordenkainen’s Sword*7|Dominate Monster*8|True Polymorph*9|Invulnerability*9	Dagger	19-20	frosty_greider
d76caf	Human	Charlatan	2018-10-02T17:11:21Z	Rogue 8	Rogue	Mastermind	8	Defensive Duelist	49	15	15	19	10	12	8	14		Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion	Rapier|Shortbow|Dagger		10 02 18		NA	NA	Human		Rapier|Shortbow|Dagger	8-11	nostalgic_roentgen
eecf6f	Human	Charlatan	2019-01-07T21:05:16Z	Warlock 5	Warlock	The Great Old One	5	Observant	28	13	8	14	14	12	12	18	N	Sleight of Hand|Arcana|Investigation|Perception|Deception	Crossbow, light|Dagger|Eldrich Blast	Mage Hand*0|Chill Touch*0|Firebolt*0|True Strike*0|Mending*0|Eldrich Blast*0|Dissonant Whispers*2|Tasha's Hideous Laughter*2|Hellish Rebuke*2|Phantasmal Force*2|Misty Step*2|Hold Person*2	01 07 19	NN	N	N	Human	Mage Hand*0|Chill Touch*0|Fire Bolt*0|True Strike*0|Mending*0|Eldritch Blast*0|Phantasmal Force*2|Misty Step*2|Hold Person*2	Crossbow, Light|Dagger	4-7	tender_hofstadter
ba6190	Dragonborn	Outlander	2019-01-18T22:46:44Z	Ranger 4	Ranger	Beast Master	4		48	16	13	17	15	10	10	11		Athletics|Stealth|Nature|Animal Handling|Survival	Red Dragons Shortsword|Dragon's Oath Bow		01 18 19		NA	NA	Dragonborn		Shortsword	4-7	upbeat_feistel
7be996	Dark Elf	Criminal	2018-12-24T17:21:31Z	Warlock 3	Warlock	The Great Old One	3		25	15	10	18	12	12	14	17		Stealth|Investigation|Perception|Deception|Intimidation	Crossbow, light|Dagger		12 24 18		NA	NA	Elf		Crossbow, Light|Dagger	1-3	ecstatic_blackwell
05979d	Half-Elf	Noble	2018-12-24T17:26:45Z	Rogue 3	Rogue	Arcane Trickster	3		26	14	10	16	14	12	12	18		Acrobatics|Stealth|Arcana|History|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		12 24 18		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	1-3	stupefied_greider
0b57a5	High Elf	Clan Crafter	2018-11-28T22:14:38Z	Fighter 4	Fighter	Champion	4	Heavy Armor Master|Magic Initiate	57	17	10	18	14	14	10	10	Chaotic Good	Arcana|History|Investigation|Nature|Insight|Perception	Dagger|Crossbow, light|Thunder Cannon|Hand Cannon|Shortsword	Toll the Dead*0|Mending*0|Cure Wounds*1|Longstrider*1|Shield of Faith*1|False Life*1|Detect Magic*1|Identify*1	11 28 18	CG	G	C	Elf	Toll the Dead*0|Mending*0|Cure Wounds*1|Longstrider*1|Shield of Faith*1|False Life*1|Detect Magic*1|Identify*1	Dagger|Crossbow, Light|Shortsword	4-7	sad_bassi
b4e68a	Kobold	Acolyte	2018-08-12T03:42:30Z	Cleric 1	Cleric	Life Domain	1		9	16	10	16	13	13	18	14		History|Religion|Insight|Medicine	Mace|Sling	Bless*1|Cure Wounds*1	08 11 18		NA	NA	Kobold	Bless*1|Cure Wounds*1	Mace|Sling	1-3	vigorous_mirzakhani
9ea9f8	Half-Elf	Sage	2019-01-13T00:46:10Z	Wizard 3	Wizard	School of Enchantment	3		14	12	8	14	10	16	12	16		Arcana|History|Investigation|Insight|Medicine|Perception	Dagger	Friends*0|Fire Bolt*0|Prestidigitation*0|Alarm (r)*1|Charm Person*1|Comprehend Languages (r)*1|Detect Magic (r)*1|Find Familiar (r)*1|Magic Missile*1|Ray Of Sickness*1|Tasha's Hideous Laughter*1|Hold Person*2|Scorching Ray*2	01 12 19		NA	NA	Half-Elf	Friends*0|Fire Bolt*0|Prestidigitation*0|Alarm*1|Charm Person*1|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Ray of Sickness*1|Tasha’s Hideous Laughter*1|Hold Person*2|Scorching Ray*2	Dagger	1-3	angry_meninsky
e69091	Variant Human 	Criminal	2018-12-25T07:01:53Z	Bard 2	Bard		2		11	15	18	15	16	10	13	14	Chaotic Neutral 	Athletics|Stealth|Insight|Perception|Intimidation	Dagger|Unarmed strike		12 24 18	CN	N	C			Dagger|Unarmed Strike	1-3	suspicious_mclean
f13c23	Kobold	Urban Bounty Hunter	2019-01-07T04:30:19Z	Fighter 5|Rogue 2	Fighter|Rogue	Champion|	7		64	18	12	20	14	16	16	14		Acrobatics|Stealth|Investigation|Insight|Perception	Blowgun|Shortsword|Handaxe|Shortbow+1|Unarmed strike		01 06 19		NA	NA	Kobold		Blowgun|Shortsword|Handaxe|Shortbow|Unarmed Strike	4-7	pensive_mcnulty
ddf47d	Half-Orc	Sage	2019-01-05T06:21:45Z	Fighter 1	Fighter		1		12	18	16	12	14	15	10	8		Athletics|Arcana|History|Perception|Intimidation	Longsword|Crossbow, light		01 04 19		NA	NA	Half-Orc		Longsword|Crossbow, Light	1-3	thirsty_stonebraker
cf287f	Half-Orc	Mercenary Veteran	2018-08-12T15:07:32Z	Barbarian 7	Barbarian	Path of the Totem Warrior	7		75	16	17	16	16	8	9	8		Athletics|Perception|Survival|Intimidation|Persuasion	Greataxe|Javelin		08 12 18		NA	NA	Half-Orc		Greataxe|Javelin	4-7	peaceful_euclid
f33cfb	Human	Soldier	2018-08-02T02:05:25Z	Fighter 1	Fighter		1	Dual Wielder	13	17	17	13	16	10	12	10		Athletics|Stealth|Survival|Intimidation	Longsword|Flail|Crossbow, light		08 01 18		NA	NA	Human		Longsword|Flail|Crossbow, Light	1-3	elated_tharp
f33cfb	Human	Soldier	2018-07-31T21:59:57Z	Fighter 1	Fighter		1	Dual Wielder	13	17	17	13	16	10	12	10		Athletics|Survival|Intimidation	Longsword|Longsword|Crossbow, light		07 31 18		NA	NA	Human		Longsword|Crossbow, Light	1-3	elated_tharp
e832a4	Half-Orc	Outlander	2018-07-31T19:17:13Z	Barbarian 9	Barbarian	Path of the Totem Warrior	9	Tavern Brawler|Orcish Fury	95	15	20	15	17	10	12	17		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		07 31 18		NA	NA	Half-Orc		Greataxe|Handaxe|Javelin	8-11	xenodochial_clarke
5daf29	Dragonborn	Acolyte	2018-12-07T22:59:21Z	Cleric 2	Cleric	Life Domain	2		20	18	15	8	14	12	15	11	LG as	History|Religion|Insight|Medicine	Mace|Crossbow, light	Spare The Dying*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Shield Of Faith*1|Sanctuary*1	12 07 18		NA	NA	Dragonborn	Spare the Dying*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Shield of Faith*1|Sanctuary*1	Mace|Crossbow, Light	1-3	epic_ptolemy
bb3817	Ghostwise Halfling	Sailor	2018-11-07T19:04:19Z	Rogue 1|Fighter 2	Rogue|Fighter	|	3		26	13	5	16	14	14	18	13	Lawful Neutral	Athletics|Sleight of Hand|Investigation|Insight|Perception|Persuasion	Dagger|Sling|Hunting Rifle		11 07 18	LN	N	L	Halfling		Dagger|Sling	1-3	charming_darwin
06c2fd	Dragonborn	Far Traveler	2018-07-22T22:16:15Z	Fighter 1	Fighter		1		11	16	17	14	12	8	8	15	neutral good	Athletics|Insight|Perception|Intimidation	Longsword|Shortsword|Crossbow, light		07 22 18	NG	G	N	Dragonborn		Longsword|Shortsword|Crossbow, Light	1-3	zen_ardinghelli
85bf85	Human	Criminal	2018-06-05T06:24:54Z	Fighter 2|Barbarian 1	Fighter|Barbarian	|	3	Sharpshooter	35	22	15	18	18	13	13	15		Athletics|Acrobatics|Stealth|Intimidation	Longbow|Handaxe|Handaxe|Battleaxe		06 04 18		NA	NA	Human		Longbow|Handaxe|Battleaxe	1-3	cocky_shirley
5a24d5	Human	Barbarian Tribe Member	2018-07-28T14:10:51Z	Fighter 4	Fighter	Battle Master	4		42	16	18	15	15	13	16	14	NG	Athletics|Acrobatics|Survival|Intimidation	Longbow|Scimitar|Handaxe		07 28 18	NG	G	N	Human		Longbow|Scimitar|Handaxe	4-7	thirsty_minsky
6f49cd	Tabaxi	Outlander	2018-07-28T14:18:44Z	Rogue 4	Rogue	Scout	4		32	14	10	16	14	14	12	10	N	Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival	Shortsword|Shortbow|Dagger		07 28 18	NN	N	N	Tabaxi		Shortsword|Shortbow|Dagger	4-7	festive_torvalds
be6f92	Tabaxi	Outlander	2018-07-28T14:17:44Z	Monk 4	Monk	Way of the Kensei	4		32	16	14	20	14	14	13	15	LG	Athletics|Acrobatics|Stealth|History|Perception|Survival	Quarterstaff|Dart|Unarmed strike		07 28 18	LG	G	L	Tabaxi		Quarterstaff|Dart|Unarmed Strike	4-7	reverent_merkle
d1e5de	Human	Barbarian Tribe Member	2018-07-28T14:15:21Z	Druid 4	Druid	Circle of Dreams	4		33	15	11	15	14	15	19	14	CN	Athletics|Arcana|Animal Handling|Survival	Quarterstaff	Poison Spray *0|Resistance *0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere *2|Heat Metal*2|Lesser Restoration *2	07 28 18	CN	N	C	Human	Poison Spray*0|Resistance*0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere*2|Heat Metal*2|Lesser Restoration*2	Quarterstaff	4-7	silly_saha
585f45	Human	Acolyte	2018-08-30T22:57:50Z	Sorcerer 10	Sorcerer	Shadow Magic	10	Lucky	80	13	11	17	18	13	16	20		Arcana|Religion|Insight|Intimidation|Persuasion	Crossbow, light|Dagger	Darkness*2	08 30 18		NA	NA	Human	Darkness*2	Crossbow, Light|Dagger	8-11	fervent_germain
4208a5	Hill Dwarf	Folk Hero	2018-08-30T23:59:22Z	Cleric 10	Cleric	Trickery Domain	10		100	22	16	16	18	13	20	14	lawful neutral	Animal Handling|Insight|Survival|Persuasion	Warhammer|Crossbow, light	Guidance*0|Toll The Dead*0|Word Of Radiance*0|Spare The Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Wors*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer Of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5	08 30 18	LN	N	L	Dwarf	Guidance*0|Toll the Dead*0|Word of Radiance*0|Spare the Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Word*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5	Warhammer|Crossbow, Light	8-11	eager_greider
