name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
7658c0	Human	Knight	2018-06-06T03:13:52Z	Cleric 8	Cleric	Knowledge Domain	8	Healer	35	16	14	10	9	14	15	16		Acrobatics|Arcana|History|Religion|Medicine|Persuasion	Mace|Handaxe	Guidance*0|Mending*0|Sacred Flame*0|Word Of Radiance*0|Command*1|Identify*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Augury*2|Suggestion*2|Prayer Of Healing*2|Silence*2|Spiritual Weapon*2|Nondetection*3|Speak with Dead*3|Mass Healing Word*3|Spirit Guardians*3|Bestow Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Stone Shape*4	06 05 18		NA	NA	Human	Guidance*0|Mending*0|Sacred Flame*0|Word of Radiance*0|Command*1|Identify*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Augury*2|Suggestion*2|Prayer of Healing*2|Silence*2|Spiritual Weapon*2|Nondetection*3|Speak with Dead*3|Mass Healing Word*3|Spirit Guardians*3|Bestow Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Stone Shape*4	Mace|Handaxe	8-11	peaceful_moser
3ba1ad	Half-Orc	Outlander	2018-06-06T04:02:24Z	Ranger 8	Ranger	Beast Master	8		68	13	18	14	15	9	11	12	Chaotic Good	Athletics|Nature|Animal Handling|Survival|Intimidation	Dagger|Spear|Longbow	Hunters Mark*1|Absorb Elements*1|Cure Wounds*1|Beast Bond*1|Pass Without Trace*2|Healing Spirit*2|Spike Growth*2	06 05 18	CG	G	C	Half-Orc	Hunter’s Mark*1|Absorb Elements*1|Cure Wounds*1|Beast Bond*1|Pass Without Trace*2|Healing Spirit*2|Spike Growth*2	Dagger|Spear|Longbow	8-11	modest_euclid
aa3a3c	Tiefling	Entertainer	2018-06-06T03:00:23Z	Bard 8	Bard	College of Lore	8		51	11	9	11	12	12	12	19		Acrobatics|Arcana|History|Insight|Medicine|Deception|Performance|Persuasion	Rapier|Dagger	Vicious Mockery*0|Friends*0|Tashas Hideous Laughter*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Suggestion*2|Phantasmal Force*2|Silence*2|Stinking Cloud*3|Fear*3|Dispel Magic*3|Bestow Curse*3|Polymorph*4|Dimension Door*4	06 05 18		NA	NA	Tiefling	Vicious Mockery*0|Friends*0|Tasha’s Hideous Laughter*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Suggestion*2|Phantasmal Force*2|Silence*2|Stinking Cloud*3|Fear*3|Dispel Magic*3|Bestow Curse*3|Polymorph*4|Dimension Door*4	Rapier|Dagger	8-11	brave_herschel
1a9e02	Half-Elf	Sage	2018-06-06T03:45:15Z	Druid 8	Druid	Circle of the Moon	8		75	13	10	14	18	14	14	10		Arcana|History|Nature|Religion|Animal Handling	Quarterstaff|Scimitar	Druidcraft*0|Frostbite*0|Shillelagh*0|Entangle*1|Faeries Fire*1|Goodberry*1|Healing Word*1|Animal Messenger*2|Barkskin*2|Beast Sense*2|Feign Death*3|Water Breathing*3|Plant Growth*3|Grasping Vine*4|Conjure Woodland Beings*4	06 05 18		NA	NA	Half-Elf	Druidcraft*0|Frostbite*0|Shillelagh*0|Entangle*1|Faerie Fire*1|Goodberry*1|Healing Word*1|Animal Messenger*2|Barkskin*2|Beast Sense*2|Feign Death*3|Water Breathing*3|Plant Growth*3|Grasping Vine*4|Conjure Woodland Beings*4	Quarterstaff|Scimitar	8-11	bold_raman
19070f	Wood Elf	Folk Hero	2018-06-07T04:43:34Z	Ranger 8	Ranger	Beast Master	8		75	17	13	18	16	16	16	13	Chaotic Good	Athletics|Stealth|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow|Crossbow, Light|Fenthras Longbow	Hunter's Mark*1|Cure Wounds*1|Ensnaring Strike*1|Hail Of Thorns*1|Pass Without Trace*2|Barkskin*2|Lesser Restoration *2	06 06 18	CG	G	C	Elf	Hunter’s Mark*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Pass Without Trace*2|Barkskin*2|Lesser Restoration*2	Shortsword|Longbow|Crossbow, Light	8-11	musing_burnell
44464f	Mountain Dwarf	Outlander	2018-11-17T05:18:44Z	Barbarian 8	Barbarian	Path of the Storm Herald	8	Savage Attacker|Sharpshooter	85	16	16	14	16	10	10	10	Chaotic Neutral	Athletics|Perception|Survival|Intimidation	Greataxe vs Giant|Handaxe |Javelin|Heavy Crossbow|Unarmed strike|Greataxe		11 16 18	CN	N	C	Dwarf		Greataxe|Handaxe|Javelin|Unarmed Strike	8-11	friendly_villani
d9ac9e	Air Genasi	Criminal	2018-06-27T20:43:07Z	Ranger 8	Ranger	Gloom Stalker	8	Mobile	76	16	12	20	16	12	15	7		Athletics|Stealth|Perception|Survival|Deception	Shortsword|Longbow|Whip	Disguise Self*1|Hunter's Mark*1|Absorb Elements*1|Cure Wounds*1|Rope Trick*2|Pass Without Trace*2|Healing Spirit*2	06 27 18		NA	NA	Genasi	Disguise Self*1|Hunter’s Mark*1|Absorb Elements*1|Cure Wounds*1|Rope Trick*2|Pass Without Trace*2|Healing Spirit*2	Shortsword|Longbow|Whip	8-11	trusting_gould
df8575	Forest Gnome	Outlander	2018-12-08T21:11:22Z	Druid 8	Druid	Circle of the Shepherd	8	Observant|Savage Attacker	49	14	7	16	10	12	19	12	CN	Athletics|Animal Handling|Insight|Survival	Quarterstaff|Light Hammer	Shillelagh*0|Produce Flame*0|Guidence*0|Minor Illusion*0|Cure Wounds *1|Faerie Fire *1|Thunderwave *1|Enhance Ability *2|Find Traps *2|Pass Without Trace *2|Conjure Animals *3|Call Lightning *3|Confusion*4|Polymorph *4|Stoneskin*4|Fire Wall*4	12 08 18	CN	N	C	Gnome	Shillelagh*0|Produce Flame*0|Guidance*0|Minor Illusion*0|Cure Wounds*1|Faerie Fire*1|Thunderwave*1|Enhance Ability*2|Find Traps*2|Pass Without Trace*2|Conjure Animals*3|Call Lightning*3|Confusion*4|Polymorph*4|Stoneskin*4	Quarterstaff|Light hammer	8-11	fervent_hopper
c9a104	Human	Folk Hero	2018-10-07T19:32:10Z	Fighter 8	Fighter	Champion	8	Observant|Inspiring Leader	49	18	16	12	10	10	18	14		Athletics|Animal Handling|Insight|Survival|Persuasion	Skyfordged Steel LS|Crossbow, light		10 07 18		NA	NA	Human		Crossbow, Light	8-11	adoring_saha
7ac963	Tabaxi	Urban Bounty Hunter	2018-08-06T10:16:44Z	Fighter 8	Fighter	Purple Dragon Knight	8		68	15	16	19	15	16	11	11		Acrobatics|Stealth|Animal Handling|Insight|Perception|Survival|Persuasion	Longbow|Shortsword|Crossbow, light		08 06 18		NA	NA	Tabaxi		Longbow|Shortsword|Crossbow, Light	8-11	frosty_pasteur
bda296	Wood Elf	Criminal	2018-04-28T02:16:03Z	Monk 8	Monk	Way of Shadow	8		67	20	11	20	16	7	20	10		Acrobatics|Stealth|Insight|Perception|Deception	Shortsword|Dart|Unarmed strike		04 27 18		NA	NA	Elf		Shortsword|Dart|Unarmed Strike	8-11	lucid_dijkstra
3d83a8	Kenku	Cloistered Scholar	2018-04-27T16:40:35Z	Cleric 8	Cleric	Death Domain	8		51	18	10	16	12	13	20	8	NG	Sleight of Hand|Stealth|History|Religion|Insight|Medicine	Warhammer|Crossbow, light|Rapier	Chill Touch*0|Guidance*0|Mending*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4	04 27 18	NG	G	N	Kenku	Chill Touch*0|Guidance*0|Mending*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4	Warhammer|Crossbow, Light|Rapier	8-11	angry_mendeleev
a9c971	Half-Elf	Acolyte	2018-05-12T03:02:07Z	Monk 8	Monk	Way of the Open Hand	8		59	20	13	20	14	8	20	15		Athletics|Acrobatics|Stealth|Animal Handling|Insight|Perception	Shortsword|Dart|Unarmed strike		05 11 18		NA	NA	Half-Elf		Shortsword|Dart|Unarmed Strike	8-11	vigorous_aryabhata
088313	Stout Halfling	Soldier	2018-08-13T18:42:17Z	Fighter 7	Fighter	Champion	7	Squat Nimbleness	76	18	18	14	14	12	12	9		Athletics|Acrobatics|Insight|Intimidation	Maul|Longsword|Crossbow, light		08 13 18		NA	NA	Halfling		Maul|Longsword|Crossbow, Light	4-7	competent_mclean
5c3769	Lightfoot Halfling	Entertainer	2019-01-03T00:42:48Z	Bard 7	Bard	College of Swords	7		61	20	12	18	14	13	14	18		Acrobatics|Sleight of Hand|Deception|Performance|Persuasion	Dagger|Rapier|Longsword|Shortsword|Scimitar|Crossbow, Hand|Dagger|Longsword	Minor Illusion*0|Dissonant Whispers*1	01 02 19		NA	NA	Halfling	Minor Illusion*0|Dissonant Whispers*1	Dagger|Rapier|Longsword|Shortsword|Scimitar|Crossbow, hand	4-7	condescending_lamport
93cbf0	Half-Elf	Haunted One	2018-08-16T16:46:06Z	Sorcerer 7	Sorcerer	Wild Magic	7		44	10	11	10	14	16	14	19		Insight|Persuasion	Crossbow, light|Dagger	Dancing Lights*0|Fire Bolt*0|Mage Hand*0|Poison Spray*0|Prestidigitation*0|Detect Magic*1|Witch Bolt*1|Burning Hands *1|Crown Of Madness*2|Scorching Ray*2|Fear*3|Lightning Bolt*3|Wall Of Fire*4	08 16 18		NA	NA	Half-Elf	Dancing Lights*0|Fire Bolt*0|Mage Hand*0|Poison Spray*0|Prestidigitation*0|Detect Magic*1|Witch Bolt*1|Burning Hands*1|Crown of Madness*2|Scorching Ray*2|Fear*3|Lightning Bolt*3|Wall of Fire*4	Crossbow, Light|Dagger	4-7	crazy_easley
3481bd	Wood Elf	Charlatan	2018-08-09T19:12:43Z	Ranger 7	Ranger	Beast Master	7	Elven Accuracy	65	14	10	17	15	10	13	11	lawful neutral	Sleight of Hand|Nature|Animal Handling|Insight|Perception|Deception	Sickle|Longbow|Whip	Hunter's Mark*1|Speak With Animals*1|Silence*2|Pass Without Trace*2|Animal Messenger*2	08 09 18	LN	N	L	Elf	Hunter’s Mark*1|Speak with Animals*1|Silence*2|Pass Without Trace*2|Animal Messenger*2	Sickle|Longbow|Whip	4-7	upbeat_hoover
b185e6	Eladrin ToF	Noble	2018-08-30T15:23:57Z	Druid 7	Druid	Circle of the Shepherd	7		49	16	8	16	14	10	16	13	Lawful Good	History|Animal Handling|Insight|Perception|Persuasion	Scimitar	Create Bonfire*0|Druidcraft*0|Mending*0|Charm Person*1|Entangle*1|Detect Magic*1|Cure Wounds*1|Beast Bond*1|Healing Spirit*2|Moonbeam*2|Conjure Animals*3|Plant Growth*3|Giant Insect*4	08 30 18	LG	G	L		Create Bonfire*0|Druidcraft*0|Mending*0|Charm Person*1|Entangle*1|Detect Magic*1|Cure Wounds*1|Beast Bond*1|Healing Spirit*2|Moonbeam*2|Conjure Animals*3|Plant Growth*3|Giant Insect*4	Scimitar	4-7	xenodochial_keldysh
ca508b	Wood Elf	Acolyte of Kord	2018-12-17T19:01:59Z	Cleric 7	Cleric	Tempest Domain	7		55	18	16	14	12	8	16	10	CG	Athletics|Insight|Medicine|Perception|Intimidation	Crossbow, light|Longsword	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4	12 17 18	CG	G	C	Elf	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4	Crossbow, Light|Longsword	4-7	ecstatic_grothendieck
83d63d	Gray-Elf	Noble	2018-07-23T00:13:01Z	Cleric 7	Cleric	Death Domain	7		52	17	10	18	14	12	18	18	Chaotic Good	History|Religion|Insight|Deception|Persuasion	War Pick|Crossbow, Grey|Rapier	Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4	07 22 18	CG	G	C	Elf	Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4	War pick|Rapier	4-7	elegant_turing
d08617	Wood Elf	Elite Ranger	2018-11-02T14:29:11Z	Ranger 7	Ranger	Hunter	7		73	17	11	20	15	15	16	10	Neutral/Good	Stealth|Nature|Religion|Medicine|Perception|Survival	"""Beyonce""|""Shadow's Voice""|""Moon's Song"""	Cure Wounds*1|Jump*1|Ensnaring Strike*1|Silence*2|Protection From Poison*2	11 02 18	NG	G	N	Elf	Cure Wounds*1|Jump*1|Ensnaring Strike*1|Silence*2|Protection from Poison*2		4-7	unruffled_minsky
bde029	Dragonborn	Sage	2019-01-12T00:55:30Z	Cleric 7	Cleric	Nature Domain	7		67	18	18	12	16	12	18	12		Arcana|History|Insight|Survival|Persuasion	Mace|Javelin	Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4	01 11 19		NA	NA	Dragonborn	Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4	Mace|Javelin	4-7	nifty_heyrovsky
2a2fff	High Elf	Faction Agent	2018-08-19T12:32:12Z	Fighter 7	Fighter	Eldritch Knight	7	Defensive Duelist	69	14	14	16	13	14	10	12	Lawful Neutral	Arcana|Insight|Perception	Longbow|Scimitar +1|War Pick	Mending*0|Ray Of Frost*0|True Strike*0|Charm Person*1|Sleep*1|Mage Armor*1|Misty Step*2|Invisibility*2	08 19 18	LN	N	L	Elf	Mending*0|Ray of Frost*0|True Strike*0|Charm Person*1|Sleep*1|Mage Armor*1|Misty Step*2|Invisibility*2	Longbow|Scimitar|War pick	4-7	trusting_lamport
d4ab24	Kenku	Haunted One	2018-10-03T22:46:53Z	Cleric 7	Cleric	Grave Domain	7		70	15	11	14	14	13	18	13		Sleight of Hand|Arcana|Religion|Medicine|Deception|Persuasion	Mace|Sickle	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4	10 03 18		NA	NA	Kenku	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4	Mace|Sickle	4-7	amazing_burnell
d9ba1b	"Lightfoot Halfling
"	"Urchin
"	2018-11-09T16:57:31Z	Rogue 7	Rogue	Thief	7	Healer	51	15	17	17	12	10	14	14	"Neutral Good
"	Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception	Shortsword|Shortbow|Dagger|Rapier		11 09 18	NG	G	N	Halfling		Shortsword|Shortbow|Dagger|Rapier	4-7	infallible_swanson
c3ddc7	Triton	Barbarian Tribe Member	2018-08-26T20:37:31Z	Barbarian 7	Barbarian	Path of the Storm Herald	7		98	21	16	16	20	12	8	12	CG	Athletics|Animal Handling|Survival|Intimidation	Trident Of Fish Command|2 Hand Tri	Fog Cloud*1|Gust Of Wind*2|Wall Of Water*3	08 26 18	CG	G	C	Triton	Fog Cloud*1|Gust of Wind*2|Wall of Water*3	Trident	4-7	gallant_bell
67b090	Changeling	Charlatan	2018-11-20T05:05:28Z	Warlock 7	Warlock	The Great Old One	7	Spell Sniper	65	13	10	14	17	12	12	20		Sleight of Hand|Arcana|History|Deception|Intimidation|Persuasion	Crossbow, light|Dagger|Club|Eldritch Blast	Eldritch Blast*0|Minor Illusion*0|Friends*0|Prestidigitation*0|Armor Of Agathys*1|Cause Fear*1|Suggestion*2|Darkness*2|Invisibility *2|Hypnotic Pattern*3|Banishment*4|Evards Black Tentacles*4	11 19 18		NA	NA		Eldritch Blast*0|Minor Illusion*0|Friends*0|Prestidigitation*0|Armor of Agathys*1|Cause Fear*1|Suggestion*2|Darkness*2|Invisibility*2|Hypnotic Pattern*3|Banishment*4|Evard’s Black Tentacles*4	Crossbow, Light|Dagger|Club	4-7	zen_neumann
e9a89b	Firbolg	Outlander	2018-09-26T12:50:18Z	Druid 7	Druid	Circle of the Land	7	Observant	52	14	10	12	14	10	18	12		Nature|Religion|Insight|Perception	Scimitar	Druidcraft *0|Mending*0|Produce Flame *0|Animal Friendship *1|Charm Person *1|Cure Wounds*1|Disguise Self (Firb)*1|Fog Cloud *1|Good Berry *1|Detect Magic (Firb)*1|Barkskin (Circle)*2|Spider Climb (Circle)*2|Heat Metal *2|Mirror Image *2|Moon Beam *2|Invisibility (Firb)*2|Call Lightning (Circle)*3|Plant Growth (Circle)*3|Dispel Magic *3|Gaseous Form *3|Confusion*4|Divination (Circle)*4|Freedom Movement (Circle)*4	09 26 18		NA	NA	Firbolg	Druidcraft*0|Mending*0|Produce Flame*0|Animal Friendship*1|Charm Person*1|Cure Wounds*1|Disguise Self*1|Fog Cloud*1|Goodberry*1|Detect Magic*1|Barkskin*2|Spider Climb*2|Heat Metal*2|Mirror Image*2|Moonbeam*2|Invisibility*2|Call Lightning*3|Plant Growth*3|Dispel Magic*3|Gaseous Form*3|Confusion*4|Divination*4|Freedom of Movement*4	Scimitar	4-7	festive_brown
d8a624	Human	Criminal	2018-11-01T18:37:25Z	Monk 7	Monk	Way of the Open Hand	7	Mobile|Durable	74	14	8	18	16	8	10	12		Athletics|Acrobatics|Stealth|Deception	Shortsword|Dart|Unarmed strike		11 01 18		NA	NA	Human		Shortsword|Dart|Unarmed Strike	4-7	sharp_greider
559b2a	Human	Criminal	2018-11-08T18:32:47Z	Monk 7	Monk	Way of the Open Hand	7	Mobile|Durable	74	17	8	18	16	8	16	12		Athletics|Acrobatics|Stealth|Deception	Shortsword|Dart|Unarmed strike		11 08 18		NA	NA	Human		Shortsword|Dart|Unarmed Strike	4-7	relaxed_turing
cf287f	Half-Orc	Mercenary Veteran	2018-08-12T15:07:32Z	Barbarian 7	Barbarian	Path of the Totem Warrior	7		75	16	17	16	16	8	9	8		Athletics|Perception|Survival|Intimidation|Persuasion	Greataxe|Javelin		08 12 18		NA	NA	Half-Orc		Greataxe|Javelin	4-7	elated_tharp
148dc9	Human	Cloistered Scholar	2018-08-30T15:16:56Z	Wizard 7	Wizard	School of Illusion	7		42	13	9	16	15	18	10	9		Arcana|History|Investigation|Insight	Dagger		08 30 18		NA	NA	Human		Dagger	4-7	angry_ishizaka
898099	Half-Elf	Courtier	2018-12-11T21:04:20Z	Bard 7	Bard	College of Lore	7		45	14	8	16	12	10	13	18		Acrobatics|Sleight of Hand|Stealth|Arcana|Investigation|Insight|Perception|Deception|Performance|Persuasion	Rapier|Dagger		12 11 18		NA	NA	Half-Elf		Rapier|Dagger	4-7	infallible_herschel
335103	Mountain Dwarf	Hermit	2018-06-21T18:23:01Z	Cleric 7	Cleric	Tempest Domain	7		68	11	15	10	19	10	12	18		History|Religion|Insight|Medicine	Crossbow, Light|Warhammer|Maul	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4	06 21 18		NA	NA	Dwarf	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4	Crossbow, Light|Warhammer|Maul	4-7	festive_shirley
0f28a8	Human	Guild Artisan	2018-11-26T09:36:05Z	Cleric 7	Cleric	Life Domain	7	Healer	63	17	11	13	13	11	18	17	chaotic good	Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4	11 26 18	CG	G	C	Human	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4	Mace|Crossbow, Light	4-7	xenodochial_shirley
c1abcd	Dragonborn	Urban Bounty Hunter	2018-06-15T01:08:47Z	Rogue 7	Rogue	Arcane Trickster	7	Elemental Adept	54	14	17	17	15	10	14	17		Acrobatics|Sleight of Hand|Stealth|Perception|Persuasion	Rapier|Shortbow|Dagger	Shield*1	06 14 18		NA	NA	Dragonborn	Shield*1	Rapier|Shortbow|Dagger	4-7	cranky_maxwell
f78bed	Wood Elf	Urban Bounty Hunter	2018-12-30T01:02:28Z	Monk 7	Monk	Way of Shadow	7		59	18	8	18	16	8	16	8	Neutral Good	Athletics|Acrobatics|Stealth|Insight|Perception	Quarterstaff|Dart|Unarmed strike|Longbow|Shortsword	Minor Illusion*0	12 29 18	NG	G	N	Elf	Minor Illusion*0	Quarterstaff|Dart|Unarmed Strike|Longbow|Shortsword	4-7	festive_ride
61b028	Mountain Dwarf	Sailor	2018-10-15T16:16:12Z	Fighter 7	Fighter	Champion	7		56	12	20	14	15	10	10	12		Athletics|Perception|Survival|Intimidation	Greataxe|Crossbow, heavy|Sunsword Lngswrd|Versatile Battleaxe		10 15 18		NA	NA	Dwarf		Greataxe|Crossbow, Heavy|Battleaxe	4-7	vigorous_jennings
c42383	Goliath	Custom	2018-11-18T16:54:57Z	Barbarian 7	Barbarian	Path of the Berserker	7	Dual Wielder	99	17	20	14	18	6	10	15	Chaotic Good	Athletics|Acrobatics|Animal Handling|Survival|Intimidation	Greataxe|Dagger|Unarmed strike		11 18 18	CG	G	C	Goliath		Greataxe|Dagger|Unarmed Strike	4-7	frosty_greider
252f60	Hill Dwarf	Sage	2019-01-12T01:01:02Z	Druid 7	Druid	Circle of the Moon	7		85	18	13	14	18	12	20	16		Arcana|History|Nature|Survival	Scimitar|Quarterstaff|Battleaxe|Sickle|Longsword|Shortsword		01 11 19		NA	NA	Dwarf		Scimitar|Quarterstaff|Battleaxe|Sickle|Longsword|Shortsword	4-7	quizzical_curie
d969cb	Triton	Hermit	2018-08-17T11:35:38Z	Druid 7	Druid	Circle of the Land	7		59	16	16	14	17	16	19	14		Arcana|Religion|Animal Handling|Medicine	Scimitar|Spear	Thornwhip*0|Create Bonfire*0|Frostbite*0|Mending*0|Absorb Elements*1|Purify Food And Drink*1|Mirror Image*2|Misty Step*2|Earthbind*2|Hold Person*2|Water Breathing*3|Water Walk*3|Call Lightning*3|Daylight*3|Dispell Magic*3|Control Water*4|Freedom of Movement*4|Locate Creature*4	08 17 18		NA	NA	Triton	Thorn Whip*0|Create Bonfire*0|Frostbite*0|Mending*0|Absorb Elements*1|Purify Food and Drink*1|Mirror Image*2|Misty Step*2|Earthbind*2|Hold Person*2|Water Breathing*3|Water Walk*3|Call Lightning*3|Daylight*3|Dispel Magic*3|Control Water*4|Freedom of Movement*4|Locate Creature*4	Scimitar|Spear	4-7	suspicious_banzai
676402	Hill Dwarf	Far Traveler	2018-12-18T06:35:49Z	Druid 7	Druid	Circle of the Land	7		84	17	12	13	16	10	18	8	True Neutral	Nature|Insight|Perception|Survival	Club	Thorn Whip*0|Produce Flame*0|Primal Savagery*0|Shillelagh*0|Invisibility*2|Pass without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4	12 17 18	NN	N	N	Dwarf	Thorn Whip*0|Produce Flame*0|Primal Savagery*0|Shillelagh*0|Invisibility*2|Pass Without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4	Club	4-7	festive_yalow
8f986c	Tiefling	Cloistered Scholar	2018-09-30T19:35:28Z	Cleric 7	Cleric	Grave Domain	7	Observant	47	12	16	8	12	16	18	15		Arcana|History|Insight|Medicine	Mace|Sickle	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4	09 30 18		NA	NA	Tiefling	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4	Mace|Sickle	4-7	pedantic_brattain
184d00	Hobgoblin	Criminal	2019-01-12T20:20:20Z	Rogue 7	Rogue	Thief	7	Sharpshooter	59	14	15	16	16	12	13	8		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Shortbow|Dagger		01 12 19		NA	NA	Hobgoblin		Rapier|Shortbow|Dagger	4-7	elated_allen
cb5042	Lizardfolk	Criminal	2018-12-13T08:58:45Z	Rogue 7	Rogue	Inquisitive	7	Observant	59	13	10	15	16	8	16	10		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception	Rapier|Shortbow|Dagger		12 13 18		NA	NA	Lizardfolk		Rapier|Shortbow|Dagger	4-7	gracious_ride
68a97c	Ghastly Halfling	Acolyte of Kord	2019-01-07T22:51:20Z	Cleric 7	Cleric	Tempest Domain	7		61	17	14	12	14	8	18	10	CG	Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4	01 07 19	CG	G	C	Halfling	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4	Mace|Crossbow, Light	4-7	mystifying_greider
d9d2c6	Half-Elf	Cloistered Scholar	2019-01-15T12:49:26Z	Wizard 7	Wizard	School of Transmutation	7		36	13	12	16	12	18	13	16	Neutral Good	Arcana|History|Investigation|Religion|Insight|Medicine	Quarterstaff	Control Flames*0|Gust*0|Mold Earth*0|Shape Water*0|Catapult*1|Sleep*1|Magic Missile*1|Feather Fall*1|Maximilian's Earthen Grasp*2|Pyrotechnics*2|Skywrite*2|Erupting Earth*3|Flame Arrows*3|Melf's Minute Meteors*3|Fabricate*4	01 15 19	NG	G	N	Half-Elf	Control Flames*0|Gust*0|Mold Earth*0|Shape Water*0|Catapult*1|Sleep*1|Magic Missile*1|Feather Fall*1|Maximilian’s Earthen Grasp*2|Pyrotechnics*2|Skywrite*2|Erupting Earth*3|Flame Arrows*3|Melf’s Minute Meteors*3|Fabricate*4	Quarterstaff	4-7	serene_zhukovsky
6e5376	Ghastly Halfling	Far Traveler	2018-12-24T19:14:26Z	Druid 7	Druid	Circle of the Moon	7	Observant	52	15	8	14	15	10	16	13		Animal Handling|Insight|Perception|Survival	Scimitar		12 24 18		NA	NA	Halfling		Scimitar	4-7	heuristic_curran
b98c88	Mountain Dwarf	City Watch	2018-07-07T17:34:58Z	Fighter 7	Fighter	Battle Master	7	Resilient|Shield Master	91	20	21	12	16	10	12	12		Athletics|Insight|Perception|Intimidation	Mjolnirssen|Mjolnirssen (Arremesso)		07 07 18		NA	NA	Dwarf			4-7	hopeful_gould
24c928	Half-Orc	Soldier	2018-12-31T17:45:49Z	Fighter 7	Fighter	Champion	7	Polearm Master	77	18	18	12	16	12	14	14		Athletics|Insight|Survival|Intimidation	Greataxe|Warhammer|Handaxe|Longsword|Longsword 2hand|Halberd|Flame Tongue|Flame Tongue 2hand		12 31 18		NA	NA	Half-Orc		Greataxe|Warhammer|Handaxe|Longsword|Halberd	4-7	dazzling_noether
